Vg_x_V,Vg_y_V,charge_total,occ_dot1,occ_dot2,sensor
0.029387755102040815,0.0012244897959183673,1,1.0,8.187523893928842e-105,1.0
0.030612244897959183,0.0012244897959183673,1,1.0,1.4040545225701962e-103,1.0
0.03183673469387755,0.0012244897959183673,1,1.0,2.4077720296017235e-102,1.0
0.03306122448979592,0.0012244897959183673,1,1.0,4.1290178218436866e-101,1.0
0.03428571428571428,0.0012244897959183673,1,1.0,7.080731881383036e-100,1.0
0.03551020408163265,0.0012244897959183673,1,1.0,1.2142539979069404e-98,1.0
0.03673469387755102,0.0012244897959183673,1,1.0,2.0822886618681138e-97,1.0
0.037959183673469385,0.0012244897959183673,1,1.0,3.570855915499056e-96,1.0
0.03918367346938775,0.0012244897959183673,1,1.0,6.123556355445677e-95,1.0
0.04040816326530612,0.0012244897959183673,1,1.0,1.050110766876831e-93,1.0
0.04163265306122449,0.0012244897959183673,1,1.0,1.8008042364632492e-92,1.0
0.04285714285714286,0.0012244897959183673,1,1.0,3.088146508304735e-91,1.0
0.044081632653061226,0.0012244897959183673,1,1.0,5.295772113177917e-90,1.0
0.04530612244897959,0.0012244897959183673,1,1.0,9.081564685901567e-89,1.0
0.046530612244897955,0.0012244897959183673,1,1.0,1.5573709627533772e-87,1.0
0.04775510204081632,0.0012244897959183673,1,1.0000000000004545,2.6706899080854024e-86,1.0000000000004545
0.04897959183673469,0.0012244897959183673,1,1.0000115629702677,4.579835043721112e-85,1.0000115629702677
0.05020408163265306,0.0012244897959183673,2,1.9966110674816213,2.661639120210596e-86,1.9966110674816213
0.05142857142857143,0.0012244897959183673,2,1.9999999998662947,1.8008042362226258e-92,1.9999999998662947
0.052653061224489796,0.0012244897959183673,2,2.0,1.2142539979070783e-98,2.0
0.05387755102040816,0.0012244897959183673,2,2.0,8.187523893930007e-105,2.0
0.055102040816326525,0.0012244897959183673,2,2.0,5.520718731466306e-111,2.0
0.05632653061224489,0.0012244897959183673,2,2.0,4.2823143158697934e-117,2.0
0.05755102040816326,0.0012244897959183673,2,2.0,9.599513745572644e-117,2.0
0.05877551020408163,0.0012244897959183673,2,2.0,1.6461921014602932e-115,2.0
0.06,0.0012244897959183673,2,2.0,2.8230066806747233e-114,2.0
0.0,0.0024489795918367346,0,4.708678926381152e-99,1.0356499802167923e-86,1.0356499802172633e-86
0.0012244897959183673,0.0024489795918367346,0,1.197532839940858e-91,1.7760058564241627e-85,1.7760070539570026e-85
0.0024489795918367346,0.0024489795918367346,0,3.0456204917735196e-84,3.0456204917735196e-84,6.091240983547039e-84
0.003673469387755102,0.0024489795918367346,0,7.745761845135601e-77,5.22284549139188e-83,7.745767067981093e-77
0.004897959183673469,0.0024489795918367346,0,1.9699377096921073e-69,8.956504955438071e-82,1.969937709693003e-69
0.006122448979591836,0.0024489795918367346,0,5.0100360140872224e-62,1.5359248353986095e-80,5.0100360140872224e-62
0.007346938775510204,0.0024489795918367346,0,1.2741753578783104e-54,2.633912571624164e-79,1.2741753578783104e-54
0.00857142857142857,0.0024489795918367346,0,3.2405412616982535e-47,4.51681962233482e-78,3.2405412616982535e-47
0.009795918367346938,0.0024489795918367346,0,8.241493295126032e-40,7.745761845135601e-77,8.241493295126032e-40
0.011020408163265306,0.0024489795918367346,0,2.0960144077292727e-32,1.3282980410571147e-75,2.0960144077292727e-32
0.012244897959183673,0.0024489795918367346,0,5.330680060137555e-25,2.277859455470168e-74,5.330680060137555e-25
0.01346938775510204,0.0024489795918367346,0,1.3557230235995229e-17,3.906234548644833e-73,1.3557230235995229e-17
0.014693877551020407,0.0024489795918367346,0,3.447937027450626e-10,6.698687360681246e-72,3.447937027450626e-10
0.015918367346938776,0.0024489795918367346,0,0.008692725638669213,1.1387526341166235e-70,0.008692725638669213
0.01714285714285714,0.0024489795918367346,1,0.9999955160370112,8.833127780543286e-75,0.9999955160370112
0.01836734693877551,0.0024489795918367346,1,0.9999999999998237,5.956065961002877e-81,0.9999999999998237
0.019591836734693877,0.0024489795918367346,1,1.0,4.016081680899722e-87,1.0
0.020816326530612245,0.0024489795918367346,1,1.0,2.70798076671108e-93,1.0
0.022040816326530613,0.0024489795918367346,1,1.0,1.8259570639502127e-99,1.0
0.023265306122448978,0.0024489795918367346,1,1.0,1.4163666089051826e-103,1.0
0.024489795918367346,0.0024489795918367346,1,1.0,2.407772030432045e-102,1.0
0.025714285714285714,0.0024489795918367346,1,1.0,4.129017821843921e-101,1.0
0.02693877551020408,0.0024489795918367346,1,1.0,7.080731881382634e-100,1.0
0.028163265306122447,0.0024489795918367346,1,1.0,1.2142539979070093e-98,1.0
0.029387755102040815,0.0024489795918367346,1,1.0,2.0822886618681138e-97,1.0
0.030612244897959183,0.0024489795918367346,1,1.0,3.570855915498853e-96,1.0
0.03183673469387755,0.0024489795918367346,1,1.0,6.12355635544533e-95,1.0
0.03306122448979592,0.0024489795918367346,1,1.0,1.050110766876831e-93,1.0
0.03428571428571428,0.0024489795918367346,1,1.0,1.8008042364632492e-92,1.0
