State_Index,Numerical_meV,Analytical_meV,Abs_Error_meV,Rel_Error_percent
0,1.04313603953709,0.9873179348214112,0.05581810471567894,5.653508636584776
1,2.210149089336462,1.9746358696428223,0.2355132196936398,11.926918948162331
2,2.2101490893368565,1.9746358696428223,0.23551321969403416,11.926918948182303
3,3.3771621391360593,2.9619538044642333,0.41520833467182605,14.018055718695793
4,3.721257450680953,2.9619538044642333,0.7593036462167198,25.635229187987445
5,3.7212574506816103,2.9619538044642333,0.759303646217377,25.635229188009635
